State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
DE,University of Delaware,Newark,19716,"24,000","New Castle County commercial property tax ~0.8%. Accessible via SEPTA, DART."
DE,Delaware State University,Dover,19901,"5,000","Kent County commercial property tax ~0.7%. Accessible via DART."
FL,University of Florida,Gainesville,32611,"55,000","Alachua County commercial property tax ~1.5%. Accessible via RTS."
FL,Florida State University,Tallahassee,32306,"44,000","Leon County commercial property tax ~1.5%. Accessible via StarMetro."
FL,University of Central Florida,Orlando,32816,"70,000","Orange County commercial property tax ~1.4%. Accessible via LYNX."
FL,University of South Florida,Tampa,33620,"50,000","Hillsborough County commercial property tax ~1.6%. Accessible via HART."
FL,Florida International University,Miami,33199,"58,000","Miami-Dade County commercial property tax ~1.8%. Accessible via Miami-Dade Transit."
FL,University of North Florida,Jacksonville,32224,"17,000","Duval County commercial property tax ~1.4%. Accessible via JTA."
FL,Florida Atlantic University,Boca Raton,33431,"30,000","Palm Beach County commercial property tax ~1.5%. Accessible via Palm Tran."
FL,Florida A&M University,Tallahassee,32307,"10,000","Leon County commercial property tax ~1.5%. Accessible via StarMetro."
FL,University of West Florida,Pensacola,32514,"13,000","Escambia County commercial property tax ~1.3%. Accessible via ECAT."
FL,Florida Gulf Coast University,Fort Myers,33965,"15,000","Lee County commercial property tax ~1.4%. Accessible via LeeTran."
FL,New College of Florida,Sarasota,34243,"700","Sarasota County commercial property tax ~1.3%. Accessible via SCAT."
FL,Florida Polytechnic University,Lakeland,33805,"1,500","Polk County commercial property tax ~1.5%. Accessible via Citrus Connection."
GA,University of Georgia,Athens,30602,"40,000","Clarke County commercial property tax ~1.4%. Accessible via Athens-Clarke County Transit."
GA,Georgia Institute of Technology,Atlanta,30332,"44,000","Fulton County commercial property tax ~1.5%. Accessible via MARTA."
GA,Georgia State University,Atlanta,30303,"53,000","Fulton County commercial property tax ~1.5%. Accessible via MARTA."
GA,Kennesaw State University,Kennesaw,30144,"43,000","Cobb County commercial property tax ~1.3%. Accessible via CobbLinc."
GA,Georgia Southern University,Statesboro,30460,"27,000","Bulloch County commercial property tax ~1.2%. Accessible via Statesboro Area Transit."
GA,Augusta University,Augusta,30912,"9,000","Richmond County commercial property tax ~1.4%. Accessible via Augusta Transit."
GA,University of West Georgia,Carrollton,30118,"13,000","Carroll County commercial property tax ~1.2%. Limited public transit."
GA,Valdosta State University,Valdosta,31698,"12,000","Lowndes County commercial property tax ~1.3%. Accessible via VLPRA."
GA,University of North Georgia,Dahlonega,30597,"19,000","Lumpkin County commercial property tax ~1.1%. Limited public transit."
GA,Columbus State University,Columbus,31907,"8,000","Muscogee County commercial property tax ~1.4%. Accessible via METRA."
GA,Georgia College & State University,Milledgeville,31061,"7,000","Baldwin County commercial property tax ~1.2%. Limited public transit."
GA,Savannah State University,Savannah,31404,"3,500","Chatham County commercial property tax ~1.3%. Accessible via CAT."
GA,Albany State University,Albany,31705,"6,000","Dougherty County commercial property tax ~1.4%. Accessible via Albany Transit."
GA,Fort Valley State University,Fort Valley,31030,"3,000","Peach County commercial property tax ~1.2%. Limited public transit."
GA,Clayton State University,Morrow,30260,"7,000","Clayton County commercial property tax ~1.5%. Accessible via MARTA."
GA,Middle Georgia State University,Macon,31206,"8,000","Bibb County commercial property tax ~1.5%. Accessible via MTA."
ID,Boise State University,Boise,83725,"26,000","Ada County commercial property tax ~1.1%. Accessible via Valley Regional Transit."
ID,University of Idaho,Moscow,83844,"11,000","Latah County commercial property tax ~1.0%. Accessible via SMART Transit."
ID,Idaho State University,Pocatello,83209,"12,000","Bannock County commercial property tax ~1.2%. Accessible via Pocatello Regional Transit."
ID,Lewis-Clark State College,Lewiston,83501,"4,000","Nez Perce County commercial property tax ~1.3%. Accessible via Lewiston Transit System."
IL,University of Illinois Urbana-Champaign,Urbana,61801,"56,000","Champaign County commercial property tax ~2.5%. Accessible via C-U MTD."
IL,University of Illinois Chicago,Chicago,60607,"34,000","Cook County commercial property tax ~2.5%. Accessible via CTA."
IL,Northern Illinois University,DeKalb,60115,"16,000","DeKalb County commercial property tax ~2.8%. Accessible via Huskie Line."
IL,Illinois State University,Normal,61761,"20,000","McLean County commercial property tax ~2.4%. Accessible via Connect Transit."
IL,Southern Illinois University Carbondale,Carbondale,62901,"11,000","Jackson County commercial property tax ~2.6%. Accessible via Saluki Express."
IL,Southern Illinois University Edwardsville,Edwardsville,62026,"13,000","Madison County commercial property tax ~2.7%. Accessible via MCT."
IL,Eastern Illinois University,Charleston,61920,"8,000","Coles County commercial property tax ~2.5%. Accessible via Panther Shuttle."
IL,Western Illinois University,Macomb,61455,"7,000","McDonough County commercial property tax ~2.4%. Accessible via Go West."
IL,Northeastern Illinois University,Chicago,60625,"7,000","Cook County commercial property tax ~2.5%. Accessible via CTA."
IL,Chicago State University,Chicago,60628,"3,000","Cook County commercial property tax ~2.5%. Accessible via CTA."
IL,Governors State University,University Park,60484,"5,000","Will County commercial property tax ~2.6%. Accessible via Pace."
IL,University of Illinois Springfield,Springfield,62703,"4,000","Sangamon County commercial property tax ~2.3%. Accessible via SMTD."
IN,Purdue University,West Lafayette,47907,"50,000","Tippecanoe County commercial property tax ~1.0%. Accessible via CityBus."
IN,Indiana University Bloomington,Bloomington,47405,"47,000","Monroe County commercial property tax ~1.1%. Accessible via Bloomington Transit."
IN,Ball State University,Muncie,47306,"21,000","Delaware County commercial property tax ~1.2%. Accessible via MITS."
IN,Indiana University-Purdue University Indianapolis (IUPUI),Indianapolis,46202,"29,000","Marion County commercial property tax ~1.5%. Accessible via IndyGo."
IN,Indiana State University,Terre Haute,47809,"10,000","Vigo County commercial property tax ~1.3%. Accessible via Terre Haute Transit."
IN,University of Southern Indiana,Evansville,47712,"9,000","Vanderburgh County commercial property tax ~1.2%. Accessible via METS."
IN,Purdue University Fort Wayne,Fort Wayne,46805,"10,000","Allen County commercial property tax ~1.3%. Accessible via Citilink."
IN,Indiana University Northwest,Gary,46408,"4,000","Lake County commercial property tax ~1.6%. Accessible via GPTC."
IN,Indiana University South Bend,South Bend,46634,"5,000","St. Joseph County commercial property tax ~1.4%. Accessible via Transpo."
IN,Indiana University Southeast,New Albany,47150,"4,000","Floyd County commercial property tax ~1.2%. Accessible via TARC."
IN,Indiana University East,Richmond,47374,"3,000","Wayne County commercial property tax ~1.2%. Accessible via Rose View Transit."
IN,Indiana University Kokomo,Kokomo,46904,"3,000","Howard County commercial property tax ~1.3%. Accessible via Kokomo City Line."
IA,University of Iowa,Iowa City,52242,"31,000","Johnson County commercial property tax ~2.0%. Accessible via Iowa City Transit."
IA,Iowa State University,Ames,50011,"33,000","Story County commercial property tax ~1.9%. Accessible via CyRide."
IA,University of Northern Iowa,Cedar Falls,50614,"9,000","Black Hawk County commercial property tax ~2.1%. Accessible via MET Transit."
KS,University of Kansas,Lawrence,66045,"27,000","Douglas County commercial property tax ~1.8%. Accessible via Lawrence Transit."
KS,Kansas State University,Manhattan,66506,"21,000","Riley County commercial property tax ~1.7%. Accessible via aTa Bus."
KS,Wichita State University,Wichita,67260,"16,000","Sedgwick County commercial property tax ~1.9%. Accessible via Wichita Transit."
KS,Emporia State University,Emporia,66801,"6,000","Lyon County commercial property tax ~1.8%. Accessible via L-CAT."
KS,Pittsburg State University,Pittsburg,66762,"7,000","Crawford County commercial property tax ~1.9%. Accessible via SPARTRAN."
KS,Fort Hays State University,Hays,67601,"15,000","Ellis County commercial property tax ~1.6%. Limited public transit."
KS,Washburn University,Topeka,66621,"6,000","Shawnee County commercial property tax ~2.0%. Accessible via Topeka Metro."
KY,University of Kentucky,Lexington,40506,"31,000","Fayette County commercial property tax ~1.2%. Accessible via Lextran."
KY,University of Louisville,Louisville,40292,"22,000","Jefferson County commercial property tax ~1.3%. Accessible via TARC."
KY,Western Kentucky University,Bowling Green,42101,"17,000","Warren County commercial property tax ~1.0%. Accessible via GO BG."
KY,Eastern Kentucky University,Richmond,40475,"14,000","Madison County commercial property tax ~1.0%. Accessible via Big E Transit."
KY,Northern Kentucky University,Highland Heights,41099,"16,000","Campbell County commercial property tax ~1.1%. Accessible via TANK."
KY,Murray State University,Murray,42071,"9,000","Calloway County commercial property tax ~0.9%. Accessible via MUTS."
KY,Morehead State University,Morehead,40351,"9,000","Rowan County commercial property tax ~1.0%. Accessible via Morehead Transit."
KY,Kentucky State University,Frankfort,40601,"2,000","Franklin County commercial property tax ~1.1%. Accessible via Frankfort Transit."
LA,Louisiana State University,Baton Rouge,70803,"35,000","East Baton Rouge Parish commercial property tax ~1.4%. Accessible via CATS."
LA,Tulane University,New Orleans,70118,"14,000","Orleans Parish commercial property tax ~1.6%. Accessible via RTA. *Note: Tulane is a private university.*"
LA,University of Louisiana at Lafayette,Lafayette,70504,"19,000","Lafayette Parish commercial property tax ~1.3%. Accessible via LTS."
LA,Louisiana Tech University,Ruston,71272,"11,000","Lincoln Parish commercial property tax ~1.2%. Accessible via KTBS."
LA,University of New Orleans,New Orleans,70148,"8,000","Orleans Parish commercial property tax ~1.6%. Accessible via RTA."
LA,Southeastern Louisiana University,Hammond,70402,"14,000","Tangipahoa Parish commercial property tax ~1.3%. Limited public transit."
LA,University of Louisiana at Monroe,Monroe,71209,"9,000","Ouachita Parish commercial property tax ~1.4%. Accessible via Monroe Transit."
LA,McNeese State University,Lake Charles,70609,"7,000","Calcasieu Parish commercial property tax ~1.4%. Accessible via Lake Charles Transit."
LA,Nicholls State University,Thibodaux,70310,"6,000","Lafourche Parish commercial property tax ~1.3%. Limited public transit."
LA,Grambling State University,Grambling,71245,"5,000","Lincoln Parish commercial property tax ~1.2%. Limited public transit."
LA,Southern University and A&M College,Baton Rouge,70813,"7,000","East Baton Rouge Parish commercial property tax ~1.4%. Accessible via CATS."
LA,Northwestern State University of Louisiana,Natchitoches,71497,"11,000","Natchitoches Parish commercial property tax ~1.2%. Limited public transit."
ME,University of Maine,Orono,04469,"11,500","Penobscot County commercial property tax ~1.8%. Accessible via Community Connector."
ME,University of Southern Maine,Portland,04103,"8,000","Cumberland County commercial property tax ~1.9%. Accessible via Greater Portland METRO."
ME,University of Maine at Augusta,Augusta,04330,"4,500","Kennebec County commercial property tax ~2.0%. Accessible via Kennebec Explorer."
ME,University of Maine at Farmington,Farmington,04938,"2,000","Franklin County commercial property tax ~1.9%. Limited public transit."
ME,University of Maine at Fort Kent,Fort Kent,04743,"1,500","Aroostook County commercial property tax ~1.7%. Limited public transit."
ME,University of Maine at Presque Isle,Presque Isle,04769,"1,500","Aroostook County commercial property tax ~1.7%. Accessible via The County Connection."
ME,University of Maine at Machias,Machias,04654,"800","Washington County commercial property tax ~1.6%. Limited public transit."
ME,Maine Maritime Academy,Castine,04420,"1,000","Hancock County commercial property tax ~1.5%. Limited public transit."
MD,University of Maryland, College Park,College Park,20742,"41,000","Prince George's County commercial property tax ~1.8%. Accessible via WMATA."
MD,Towson University,Towson,21252,"22,000","Baltimore County commercial property tax ~1.9%. Accessible via MTA."
MD,University of Maryland, Baltimore County,Baltimore,21250,"14,000","Baltimore County commercial property tax ~1.9%. Accessible via MTA."
MD,Salisbury University,Salisbury,21801,"8,500","Wicomico County commercial property tax ~1.5%. Accessible via Shore Transit."
MD,University of Baltimore,Baltimore,21201,"5,000","Baltimore City commercial property tax ~2.2%. Accessible via MTA."
MD,Morgan State University,Baltimore,21251,"8,000","Baltimore City commercial property tax ~2.2%. Accessible via MTA."
MD,Frostburg State University,Frostburg,21532,"5,000","Allegany County commercial property tax ~1.6%. Limited public transit."
MD,Bowie State University,Bowie,20715,"6,000","Prince George's County commercial property tax ~1.8%. Accessible via TheBus."
MD,Coppin State University,Baltimore,21216,"2,500","Baltimore City commercial property tax ~2.2%. Accessible via MTA."
MD,University of Maryland Eastern Shore,Princess Anne,21853,"2,500","Somerset County commercial property tax ~1.4%. Limited public transit."
MD,St. Mary's College of Maryland,St. Mary's City,20686,"1,500","St. Mary's County commercial property tax ~1.3%. Limited public transit."
MA,University of Massachusetts Amherst,Amherst,01003,"32,000","Hampshire County commercial property tax ~1.5%. Accessible via PVTA."
MA,University of Massachusetts Boston,Boston,02125,"16,000","Suffolk County commercial property tax ~2.5%. Accessible via MBTA."
MA,University of Massachusetts Dartmouth,Dartmouth,02747,"8,500","Bristol County commercial property tax ~1.7%. Accessible via SRTA."
MA,University of Massachusetts Lowell,Lowell,01854,"18,000","Middlesex County commercial property tax ~1.9%. Accessible via LRTA."
MA,Bridgewater State University,Bridgewater,02325,"10,000","Plymouth County commercial property tax ~1.6%. Accessible via BAT."
MA,Fitchburg State University,Fitchburg,01420,"7,000","Worcester County commercial property tax ~1.8%. Accessible via MART."
MA,Framingham State University,Framingham,01701,"6,500","Middlesex County commercial property tax ~1.9%. Accessible via MWRTA."
MA,Salem State University,Salem,01970,"7,000","Essex County commercial property tax ~1.7%. Accessible via MBTA."
MA,Westfield State University,Westfield,01086,"6,000","Hampden County commercial property tax ~1.8%. Accessible via PVTA."
MA,Worcester State University,Worcester,01602,"6,000","Worcester County commercial property tax ~1.8%. Accessible via WRTA."
MA,Massachusetts College of Art and Design,Boston,02115,"2,000","Suffolk County commercial property tax ~2.5%. Accessible via MBTA."
MA,Massachusetts College of Liberal Arts,North Adams,01247,"1,500","Berkshire County commercial property tax ~1.6%. Accessible via BRTA."
MA,Massachusetts Maritime Academy,Buzzards Bay,02532,"1,500","Barnstable County commercial property tax ~1.2%. Limited public transit."
MI,University of Michigan,Ann Arbor,48109,"50,000","Washtenaw County commercial property tax ~2.0%. Accessible via TheRide."
MI,Michigan State University,East Lansing,48824,"50,000","Ingham County commercial property tax ~2.2%. Accessible via CATA."
MI,Wayne State University,Detroit,48202,"26,000","Wayne County commercial property tax ~2.8%. Accessible via DDOT, QLINE."
MI,Central Michigan University,Mount Pleasant,48859,"17,000","Isabella County commercial property tax ~2.0%. Accessible via I-Ride."
MI,Western Michigan University,Kalamazoo,49008,"21,000","Kalamazoo County commercial property tax ~2.4%. Accessible via Metro Transit."
MI,Eastern Michigan University,Ypsilanti,48197,"16,000","Washtenaw County commercial property tax ~2.0%. Accessible via TheRide."
MI,Oakland University,Rochester,48309,"19,000","Oakland County commercial property tax ~1.8%. Accessible via SMART."
MI,Grand Valley State University,Allendale,49401,"23,000","Ottawa County commercial property tax ~1.6%. Accessible via The Rapid."
MI,Ferris State University,Big Rapids,49307,"11,000","Mecosta County commercial property tax ~1.9%. Accessible via B-R-T."
MI,Michigan Technological University,Houghton,49931,"7,000","Houghton County commercial property tax ~1.7%. Accessible via Houghton Transit."
MI,Northern Michigan University,Marquette,49855,"7,500","Marquette County commercial property tax ~1.8%. Accessible via Marq-Tran."
MI,Saginaw Valley State University,University Center,48710,"8,000","Saginaw County commercial property tax ~2.1%. Accessible via STARS."
MI,Lake Superior State University,Sault Ste. Marie,49783,"2,000","Chippewa County commercial property tax ~1.6%. Accessible via Soo Transit."
MN,University of Minnesota Twin Cities,Minneapolis,55455,"52,000","Hennepin County commercial property tax ~2.8%. Accessible via Metro Transit."
MN,University of Minnesota Duluth,Duluth,55812,"10,000","St. Louis County commercial property tax ~2.2%. Accessible via DTA."
MN,St. Cloud State University,St. Cloud,56301,"12,000","Stearns County commercial property tax ~2.4%. Accessible via St. Cloud Metro Bus."
MN,Minnesota State University, Mankato,Mankato,56001,"14,000","Blue Earth County commercial property tax ~2.1%. Accessible via Mankato Transit System."
MN,Winona State University,Winona,55987,"7,000","Winona County commercial property tax ~2.0%. Accessible via Winona Transit Service."
MN,Bemidji State University,Bemidji,56601,"5,000","Beltrami County commercial property tax ~1.9%. Accessible via Paul Bunyan Transit."
MN,Minnesota State University Moorhead,Moorhead,56563,"6,000","Clay County commercial property tax ~2.0%. Accessible via MATBUS."
MN,Southwest Minnesota State University,Marshall,56258,"7,000","Lyon County commercial property tax ~1.9%. Limited public transit."
MN,Metropolitan State University,St. Paul,55106,"11,000","Ramsey County commercial property tax ~2.7%. Accessible via Metro Transit."
MS,Mississippi State University,Starkville,39762,"23,000","Oktibbeha County commercial property tax ~1.3%. Accessible via S.M.A.R.T."
MS,University of Mississippi,Oxford,38677,"21,000","Lafayette County commercial property tax ~1.2%. Accessible via O.U.T."
MS,University of Southern Mississippi,Hattiesburg,39406,"14,000","Forrest County commercial property tax ~1.4%. Accessible via Hub City Transit."
MS,Jackson State University,Jackson,39217,"7,000","Hinds County commercial property tax ~1.6%. Accessible via JATRAN."
MS,Delta State University,Cleveland,38733,"3,500","Bolivar County commercial property tax ~1.5%. Limited public transit."
MS,Alcorn State University,Lorman,39096,"3,000","Claiborne County commercial property tax ~1.4%. Limited public transit."
MS,Mississippi University for Women,Columbus,39701,"2,500","Lowndes County commercial property tax ~1.3%. Limited public transit."
MS,Mississippi Valley State University,Itta Bena,38941,"2,000","Leflore County commercial property tax ~1.5%. Limited public transit."
MO,University of Missouri,Columbia,65211,"31,000","Boone County commercial property tax ~1.5%. Accessible via GoCOMO."
MO,Missouri State University,Springfield,65897,"24,000","Greene County commercial property tax ~1.4%. Accessible via CU Transit."
MO,University of Missouri-Kansas City,Kansas City,64110,"16,000","Jackson County commercial property tax ~1.9%. Accessible via KC Streetcar, RideKC."
MO,University of Missouri-St. Louis,St. Louis,63121,"15,000","St. Louis County commercial property tax ~1.8%. Accessible via MetroLink."
MO,Southeast Missouri State University,Cape Girardeau,63701,"10,000","Cape Girardeau County commercial property tax ~1.3%. Accessible via CG Public Transit."
MO,University of Central Missouri,Warrensburg,64093,"11,000","Johnson County commercial property tax ~1.4%. Limited public transit."
MO,Truman State University,Kirksville,63501,"4,000","Adair County commercial property tax ~1.2%. Accessible via Kirk-Tran."
MO,Northwest Missouri State University,Maryville,64468,"8,000","Nodaway County commercial property tax ~1.3%. Limited public transit."
MO,Missouri University of Science and Technology,Rolla,65409,"8,000","Phelps County commercial property tax ~1.3%. Limited public transit."
MO,Missouri Southern State University,Joplin,64801,"5,000","Jasper County commercial property tax ~1.4%. Accessible via METS."
MO,Missouri Western State University,St. Joseph,64507,"4,000","Buchanan County commercial property tax ~1.6%. Accessible via St. Joseph Transit."
MO,Lincoln University,Jefferson City,65101,"2,000","Cole County commercial property tax ~1.4%. Accessible via JEFFTRAN."
MO,Harris-Stowe State University,St. Louis,63103,"1,500","St. Louis City commercial property tax ~2.0%. Accessible via MetroLink."
MT,Montana State University,Bozeman,59717,"16,000","Gallatin County commercial property tax ~1.2%. Accessible via Streamline."
MT,University of Montana,Missoula,59812,"10,000","Missoula County commercial property tax ~1.3%. Accessible via Mountain Line."
MT,Montana State University Billings,Billings,59101,"4,000","Yellowstone County commercial property tax ~1.4%. Accessible via MET Transit."
MT,Montana Technological University,Butte,59701,"2,500","Silver Bow County commercial property tax ~1.5%. Accessible via Butte-Silver Bow Transit."
MT,University of Montana Western,Dillon,59725,"1,500","Beaverhead County commercial property tax ~1.1%. Limited public transit."
MT,Montana State University-Northern,Havre,59501,"1,000","Hill County commercial property tax ~1.3%. Limited public transit."
